from_node_id,to_node_id,day_no,starting_time_in_min,ending_time_in_min,travel_time_in_min
1186,15831,0,960,975,5.25
1186,15831,0,975,990,4.89
1198,15957,0,960,975,0.88
1198,15957,0,975,990,0.85
1198,15957,0,1005,1020,0.86
1198,15957,0,1020,1035,0.87
1198,15957,0,1065,1080,0.85
1528,1549,0,1035,1050,0.65
1529,1550,0,1020,1035,0.23
1529,1550,0,1035,1050,0.23
1529,1550,0,1050,1065,0.23
1529,1550,0,1065,1080,0.23
1529,1550,0,1080,1095,0.24
1529,1550,0,1095,1110,0.23
1529,1550,0,1110,1125,0.23
1529,1550,0,1125,1140,0.23
1529,1550,0,1140,1155,0.23
1542,1529,0,1005,1020,0.34
1542,1529,0,1020,1035,0.34
1542,1529,0,1035,1050,0.35
1542,1529,0,1050,1065,0.34
1542,1529,0,1065,1080,0.34
1542,1529,0,1080,1095,0.34
1542,1529,0,1095,1110,0.34
1542,1529,0,1110,1125,0.34
1542,1529,0,1125,1140,0.35
1542,1529,0,1140,1155,0.34
1543,1553,0,1005,1020,0.76
1543,1553,0,1020,1035,0.76
1543,1553,0,1035,1050,0.76
1543,1553,0,1050,1065,0.76
1543,1553,0,1125,1140,0.76
1544,1878,0,990,1005,0.42
1544,1878,0,1065,1080,0.43
1544,1878,0,1140,1155,0.42
1548,1543,0,1020,1035,0.13
1548,1543,0,1035,1050,0.14
1548,1543,0,1125,1140,0.13
1550,1525,0,1020,1035,0.57
1550,1525,0,1035,1050,0.58
1550,1525,0,1050,1065,0.57
1550,1525,0,1065,1080,0.57
1550,1525,0,1080,1095,0.57
1550,1525,0,1095,1110,0.57
1550,1525,0,1110,1125,0.57
1550,1525,0,1125,1140,0.57
1550,1525,0,1140,1155,0.57
1552,1542,0,990,1005,0.78
1552,1542,0,1020,1035,0.78
1552,1542,0,1035,1050,0.78
1552,1542,0,1050,1065,0.78
1552,1542,0,1065,1080,0.78
1552,1542,0,1080,1095,0.78
1552,1542,0,1095,1110,0.78
1552,1542,0,1110,1125,0.78
1552,1542,0,1125,1140,0.78
1553,1544,0,975,990,0.29
1553,1544,0,990,1005,0.30
1553,1544,0,1005,1020,0.29
1553,1544,0,1020,1035,0.29
1553,1544,0,1035,1050,0.30
1553,1544,0,1050,1065,0.29
1553,1544,0,1065,1080,0.30
1553,1544,0,1080,1095,0.29
1553,1544,0,1095,1110,0.30
1553,1544,0,1110,1125,0.30
1553,1544,0,1125,1140,0.30
1795,1820,0,975,990,0.30
1795,1820,0,990,1005,0.31
1795,1820,0,1005,1020,0.30
1795,1820,0,1020,1035,0.31
1795,1820,0,1035,1050,0.30
1795,1820,0,1050,1065,0.30
1795,1820,0,1065,1080,0.30
1795,1820,0,1095,1110,0.30
1795,1820,0,1110,1125,0.31
1795,1820,0,1125,1140,0.31
1805,1988,0,975,990,0.35
1805,1988,0,990,1005,0.36
1805,1988,0,1005,1020,0.35
1805,1988,0,1020,1035,0.35
1805,1988,0,1035,1050,0.35
1805,1988,0,1050,1065,0.37
1805,1988,0,1065,1080,0.35
1805,1988,0,1080,1095,0.36
1805,1988,0,1095,1110,0.35
1805,1988,0,1110,1125,0.36
1805,1988,0,1125,1140,0.35
1805,1988,0,1140,1155,0.35
1814,1882,0,960,975,0.46
1814,1882,0,975,990,0.48
1814,1882,0,990,1005,0.47
1814,1882,0,1005,1020,0.49
1814,1882,0,1020,1035,0.48
1814,1882,0,1035,1050,0.49
1814,1882,0,1050,1065,0.48
1814,1882,0,1065,1080,0.49
1814,1882,0,1080,1095,0.49
1814,1882,0,1095,1110,0.48
1814,1882,0,1110,1125,0.48
1814,1882,0,1125,1140,0.49
1814,1882,0,1140,1155,0.47
1819,1805,0,975,990,0.38
1819,1805,0,990,1005,0.40
1819,1805,0,1005,1020,0.40
1819,1805,0,1020,1035,0.46
1819,1805,0,1035,1050,0.43
1819,1805,0,1050,1065,0.41
1819,1805,0,1065,1080,0.43
1819,1805,0,1080,1095,0.40
1819,1805,0,1095,1110,0.39
1819,1805,0,1110,1125,0.39
1819,1805,0,1125,1140,0.44
1819,1805,0,1140,1155,0.38
1878,1881,0,1050,1065,0.89
1878,1881,0,1065,1080,0.89
1878,1881,0,1140,1155,0.89
1879,1556,0,960,975,0.35
1879,1556,0,975,990,0.36
1879,1556,0,990,1005,0.35
1879,1556,0,1005,1020,0.36
1879,1556,0,1020,1035,0.36
1879,1556,0,1035,1050,0.37
1879,1556,0,1050,1065,0.36
1879,1556,0,1065,1080,0.36
1879,1556,0,1080,1095,0.37
1879,1556,0,1095,1110,0.36
1879,1556,0,1110,1125,0.36
1879,1556,0,1125,1140,0.36
1879,1556,0,1140,1155,0.35
1882,1879,0,1020,1035,0.94
1882,1879,0,1035,1050,0.94
1882,1879,0,1050,1065,0.94
1882,1879,0,1065,1080,0.93
1882,1879,0,1080,1095,0.94
1882,1879,0,1095,1110,0.94
1882,1879,0,1110,1125,0.93
1882,1879,0,1125,1140,0.93
1882,1879,0,1140,1155,0.93
1986,1795,0,960,975,0.25
1986,1795,0,975,990,0.25
1986,1795,0,990,1005,0.26
1986,1795,0,1005,1020,0.26
1986,1795,0,1020,1035,0.27
1986,1795,0,1035,1050,0.26
1986,1795,0,1050,1065,0.26
1986,1795,0,1065,1080,0.26
1986,1795,0,1080,1095,0.26
1986,1795,0,1095,1110,0.26
1986,1795,0,1110,1125,0.26
1986,1795,0,1125,1140,0.27
1986,1795,0,1140,1155,0.25
1988,1794,0,960,975,0.24
1988,1794,0,975,990,0.25
1988,1794,0,990,1005,0.25
1988,1794,0,1005,1020,0.26
1988,1794,0,1020,1035,0.25
1988,1794,0,1035,1050,0.25
1988,1794,0,1050,1065,0.26
1988,1794,0,1065,1080,0.25
1988,1794,0,1080,1095,0.25
1988,1794,0,1095,1110,0.25
1988,1794,0,1110,1125,0.25
1988,1794,0,1125,1140,0.25
1988,1794,0,1140,1155,0.24
1991,1986,0,960,975,0.34
1991,1986,0,975,990,0.35
1991,1986,0,990,1005,0.35
1991,1986,0,1005,1020,0.35
1991,1986,0,1020,1035,0.36
1991,1986,0,1035,1050,0.36
1991,1986,0,1050,1065,0.35
1991,1986,0,1065,1080,0.36
1991,1986,0,1080,1095,0.36
1991,1986,0,1095,1110,0.36
1991,1986,0,1110,1125,0.35
1991,1986,0,1125,1140,0.36
1991,1986,0,1140,1155,0.34
2059,2877,0,975,990,0.23
2059,2877,0,1035,1050,0.23
2059,2877,0,1050,1065,0.23
2059,2877,0,1065,1080,0.23
2059,2877,0,1125,1140,0.23
2060,2881,0,990,1005,0.28
2060,2881,0,1005,1020,0.29
2060,2881,0,1020,1035,0.27
2060,2881,0,1035,1050,0.28
2060,2881,0,1050,1065,0.27
2060,2881,0,1065,1080,0.28
2060,2881,0,1080,1095,0.27
2060,2881,0,1095,1110,0.28
2060,2881,0,1110,1125,0.27
2060,2881,0,1125,1140,0.27
2060,2881,0,1140,1155,0.28
2100,6500,0,960,975,0.66
2100,6500,0,975,990,0.65
2100,6500,0,990,1005,0.64
2100,6500,0,1005,1020,0.64
2100,6500,0,1020,1035,0.67
2100,6500,0,1035,1050,0.67
2100,6500,0,1050,1065,0.67
2100,6500,0,1065,1080,1.23
2100,6500,0,1080,1095,1.13
2100,6500,0,1095,1110,0.66
2100,6500,0,1110,1125,0.67
2100,6500,0,1125,1140,0.67
2100,6500,0,1140,1155,0.66
2101,2060,0,990,1005,0.66
2101,2060,0,1005,1020,0.67
2101,2060,0,1035,1050,0.67
2101,2060,0,1140,1155,0.66
2306,2259,0,1005,1020,0.96
2306,2259,0,1080,1095,0.96
2306,2259,0,1140,1155,0.96
2314,2319,0,1020,1035,0.44
2314,2319,0,1035,1050,0.45
2314,2319,0,1050,1065,0.44
2314,2319,0,1080,1095,0.44
2314,2319,0,1095,1110,0.45
2315,2314,0,1020,1035,0.24
2315,2314,0,1050,1065,0.24
2442,2718,0,1065,1080,0.13
2442,2718,0,1095,1110,0.13
2442,2718,0,1125,1140,0.13
2468,2862,0,960,975,0.13
2468,2862,0,975,990,0.15
2468,2862,0,990,1005,0.14
2468,2862,0,1005,1020,0.15
2468,2862,0,1020,1035,0.14
2468,2862,0,1035,1050,0.13
2468,2862,0,1050,1065,0.14
2468,2862,0,1065,1080,0.14
2468,2862,0,1080,1095,0.14
2468,2862,0,1095,1110,0.14
2468,2862,0,1110,1125,0.14
2468,2862,0,1125,1140,0.13
2587,3169,0,1005,1020,0.14
2587,3169,0,1020,1035,0.14
2602,2712,0,960,975,0.36
2602,2712,0,975,990,0.36
2602,2712,0,990,1005,0.36
2602,2712,0,1005,1020,0.36
2602,2712,0,1020,1035,0.37
2602,2712,0,1035,1050,0.36
2602,2712,0,1050,1065,0.37
2602,2712,0,1065,1080,0.37
2602,2712,0,1080,1095,0.36
2602,2712,0,1095,1110,0.36
2602,2712,0,1110,1125,0.36
2602,2712,0,1125,1140,0.36
2602,2712,0,1140,1155,0.36
2602,2712,0,1155,1170,0.35
2679,1991,0,960,975,0.46
2679,1991,0,975,990,0.46
2679,1991,0,990,1005,0.47
2679,1991,0,1005,1020,0.47
2679,1991,0,1020,1035,0.47
2679,1991,0,1035,1050,0.47
2679,1991,0,1050,1065,0.46
2679,1991,0,1065,1080,0.47
2679,1991,0,1080,1095,0.47
2679,1991,0,1095,1110,0.46
2679,1991,0,1110,1125,0.47
2679,1991,0,1125,1140,0.47
2679,1991,0,1140,1155,0.46
2679,1991,0,1200,1215,0.46
2711,2717,0,1020,1035,0.14
2711,2717,0,1050,1065,0.14
2711,2717,0,1065,1080,0.14
2711,2717,0,1080,1095,0.14
2711,2717,0,1110,1125,0.14
2711,2717,0,1125,1140,0.14
2717,2749,0,975,990,0.48
2717,2749,0,1125,1140,0.48
2732,2468,0,1050,1065,0.12
2732,2468,0,1065,1080,0.12
2732,2468,0,1110,1125,0.12
2732,2468,0,1125,1140,0.12
2749,2878,0,975,990,0.17
2749,2878,0,1005,1020,0.17
2749,2878,0,1020,1035,0.17
2749,2878,0,1035,1050,0.17
2749,2878,0,1050,1065,0.17
2749,2878,0,1065,1080,0.17
2749,2878,0,1080,1095,0.17
2749,2878,0,1095,1110,0.17
2749,2878,0,1110,1125,0.17
2749,2878,0,1125,1140,0.17
2877,2100,0,975,990,0.58
2878,2841,0,975,990,0.14
2878,2841,0,990,1005,0.15
2878,2841,0,1005,1020,0.15
2878,2841,0,1020,1035,0.15
2878,2841,0,1035,1050,0.14
2878,2841,0,1050,1065,0.15
2878,2841,0,1065,1080,0.15
2878,2841,0,1080,1095,0.15
2878,2841,0,1095,1110,0.14
2878,2841,0,1110,1125,0.15
2878,2841,0,1125,1140,0.15
2878,2841,0,1140,1155,0.14
2881,2893,0,990,1005,0.16
2881,2893,0,1005,1020,0.16
2881,2893,0,1020,1035,0.14
2881,2893,0,1035,1050,0.16
2881,2893,0,1050,1065,0.15
2881,2893,0,1065,1080,0.15
2881,2893,0,1080,1095,0.15
2881,2893,0,1095,1110,0.15
2881,2893,0,1110,1125,0.15
2881,2893,0,1125,1140,0.14
2881,2893,0,1140,1155,0.14
2888,2882,0,975,990,0.48
2888,2882,0,1035,1050,0.48
2888,2882,0,1050,1065,0.48
2888,2882,0,1065,1080,0.48
2888,2882,0,1125,1140,0.48
2893,2891,0,990,1005,0.47
2893,2891,0,1005,1020,0.48
2893,2891,0,1035,1050,0.47
2893,2891,0,1050,1065,0.46
2893,2891,0,1065,1080,0.47
2893,2891,0,1080,1095,0.47
2893,2891,0,1095,1110,0.47
2893,2891,0,1140,1155,0.46
2932,2889,0,960,975,0.26
2932,2889,0,975,990,0.26
2932,2889,0,990,1005,0.26
2932,2889,0,1035,1050,0.26
2932,2889,0,1050,1065,0.25
2932,2889,0,1065,1080,0.26
2932,2889,0,1095,1110,0.25
2932,2889,0,1110,1125,0.25
2932,2889,0,1125,1140,0.26
2934,2954,0,960,975,0.23
2934,2954,0,990,1005,0.23
2934,2954,0,1005,1020,0.24
2934,2954,0,1020,1035,0.24
2934,2954,0,1035,1050,0.24
2934,2954,0,1050,1065,0.23
2934,2954,0,1065,1080,0.24
2934,2954,0,1080,1095,0.23
2934,2954,0,1095,1110,0.24
2934,2954,0,1110,1125,0.24
2934,2954,0,1140,1155,0.23
2953,2975,0,975,990,0.66
2953,2975,0,990,1005,0.67
2953,2975,0,1005,1020,0.68
2953,2975,0,1020,1035,0.67
2953,2975,0,1035,1050,0.67
2953,2975,0,1050,1065,0.67
2953,2975,0,1065,1080,0.67
2953,2975,0,1080,1095,0.66
2953,2975,0,1095,1110,0.67
2953,2975,0,1110,1125,0.67
2953,2975,0,1125,1140,0.66
2953,2975,0,1140,1155,0.66
2954,2953,0,990,1005,0.44
2954,2953,0,1005,1020,0.45
2954,2953,0,1020,1035,0.44
2954,2953,0,1035,1050,0.45
2954,2953,0,1050,1065,0.45
2954,2953,0,1065,1080,0.44
2954,2953,0,1080,1095,0.44
2954,2953,0,1095,1110,0.44
2954,2953,0,1110,1125,0.44
2954,2953,0,1125,1140,0.44
2954,2953,0,1140,1155,0.43
2970,2974,0,1065,1080,0.37
2970,2974,0,1095,1110,0.37
2982,2892,0,990,1005,0.16
2982,2892,0,1005,1020,0.17
2982,2892,0,1035,1050,0.16
2982,2892,0,1050,1065,0.16
2982,2892,0,1065,1080,0.16
2982,2892,0,1080,1095,0.16
2982,2892,0,1095,1110,0.16
2982,2892,0,1110,1125,0.16
2982,2892,0,1125,1140,0.16
2982,2892,0,1140,1155,0.16
2995,3178,0,990,1005,0.60
2995,3178,0,1005,1020,0.60
2995,3178,0,1035,1050,0.60
2995,3178,0,1065,1080,0.60
2996,2995,0,960,975,0.26
2996,2995,0,975,990,0.26
2996,2995,0,990,1005,0.27
2996,2995,0,1005,1020,0.27
2996,2995,0,1020,1035,0.27
2996,2995,0,1035,1050,0.27
2996,2995,0,1050,1065,0.27
2996,2995,0,1065,1080,0.27
2996,2995,0,1080,1095,0.27
2996,2995,0,1095,1110,0.27
2996,2995,0,1110,1125,0.27
2996,2995,0,1125,1140,0.27
2996,2995,0,1140,1155,0.26
3048,6440,0,960,975,0.37
3048,6440,0,975,990,0.38
3048,6440,0,990,1005,0.38
3048,6440,0,1005,1020,0.37
3048,6440,0,1020,1035,0.38
3048,6440,0,1035,1050,0.37
3048,6440,0,1050,1065,0.37
3048,6440,0,1065,1080,0.37
3048,6440,0,1080,1095,0.38
3048,6440,0,1095,1110,0.37
3048,6440,0,1110,1125,0.37
3048,6440,0,1125,1140,0.37
3048,6440,0,1140,1155,0.36
3062,3048,0,960,975,0.27
3062,3048,0,975,990,0.27
3062,3048,0,990,1005,0.27
3062,3048,0,1005,1020,0.28
3062,3048,0,1020,1035,0.29
3062,3048,0,1035,1050,0.29
3062,3048,0,1050,1065,0.28
3062,3048,0,1065,1080,0.28
3062,3048,0,1080,1095,0.29
3062,3048,0,1095,1110,0.29
3062,3048,0,1110,1125,0.28
3062,3048,0,1125,1140,0.28
3062,3048,0,1140,1155,0.27
3065,3074,0,975,990,1.18
3065,3074,0,990,1005,1.18
3065,3074,0,1005,1020,1.18
3065,3074,0,1020,1035,1.19
3065,3074,0,1035,1050,1.37
3065,3074,0,1050,1065,2.23
3065,3074,0,1065,1080,3.63
3065,3074,0,1080,1095,4.49
3065,3074,0,1095,1110,3.69
3065,3074,0,1110,1125,2.31
3065,3074,0,1125,1140,2.12
3065,3074,0,1140,1155,1.18
3074,3075,0,960,975,0.33
3074,3075,0,975,990,0.34
3074,3075,0,990,1005,0.34
3074,3075,0,1005,1020,0.36
3074,3075,0,1020,1035,1.70
3074,3075,0,1035,1050,2.69
3074,3075,0,1050,1065,2.69
3074,3075,0,1065,1080,2.94
3074,3075,0,1080,1095,2.84
3074,3075,0,1095,1110,2.90
3074,3075,0,1110,1125,3.09
3074,3075,0,1125,1140,3.07
3074,3075,0,1140,1155,1.87
3075,3083,0,1005,1020,0.25
3075,3083,0,1020,1035,0.64
3075,3083,0,1035,1050,0.61
3075,3083,0,1050,1065,0.59
3075,3083,0,1065,1080,0.61
3075,3083,0,1080,1095,0.61
3075,3083,0,1095,1110,0.61
3075,3083,0,1110,1125,0.66
3075,3083,0,1125,1140,0.66
3075,3083,0,1140,1155,0.56
3076,3062,0,975,990,0.79
3076,3062,0,990,1005,0.80
3076,3062,0,1005,1020,0.79
3076,3062,0,1080,1095,0.79
3079,3134,0,975,990,0.41
3079,3134,0,990,1005,0.94
3079,3134,0,1005,1020,2.79
3079,3134,0,1020,1035,2.29
3079,3134,0,1035,1050,2.33
3079,3134,0,1050,1065,2.17
3079,3134,0,1065,1080,2.49
3079,3134,0,1080,1095,2.20
3079,3134,0,1095,1110,2.33
3079,3134,0,1110,1125,2.66
3079,3134,0,1125,1140,2.43
3079,3134,0,1140,1155,1.77
3079,3134,0,1155,1170,0.41
3083,3079,0,1005,1020,1.38
3083,3079,0,1020,1035,1.79
3083,3079,0,1035,1050,1.79
3083,3079,0,1050,1065,1.67
3083,3079,0,1065,1080,1.82
3083,3079,0,1080,1095,1.75
3083,3079,0,1095,1110,1.77
3083,3079,0,1110,1125,1.97
3083,3079,0,1125,1140,1.91
3083,3079,0,1140,1155,1.52
3102,3241,0,1035,1050,0.23
3122,3123,0,990,1005,0.31
3122,3123,0,1005,1020,0.32
3122,3123,0,1020,1035,0.31
3122,3123,0,1050,1065,0.31
3122,3123,0,1065,1080,0.31
3122,3123,0,1080,1095,0.33
3122,3123,0,1095,1110,0.32
3129,3123,0,960,975,0.45
3129,3123,0,975,990,0.44
3129,3123,0,990,1005,0.44
3129,3123,0,1005,1020,0.45
3129,3123,0,1020,1035,0.44
3129,3123,0,1050,1065,0.44
3129,3123,0,1065,1080,0.44
3129,3123,0,1080,1095,0.45
3129,3123,0,1095,1110,0.44
3129,3123,0,1110,1125,0.44
3129,3123,0,1125,1140,0.44
3129,3123,0,1140,1155,0.43
3132,3122,0,960,975,0.44
3132,3122,0,975,990,0.44
3132,3122,0,990,1005,0.46
3132,3122,0,1005,1020,0.43
3132,3122,0,1020,1035,0.43
3132,3122,0,1035,1050,0.43
3132,3122,0,1050,1065,0.46
3132,3122,0,1065,1080,0.44
3132,3122,0,1080,1095,0.45
3132,3122,0,1095,1110,0.45
3132,3122,0,1110,1125,0.44
3132,3122,0,1140,1155,0.44
3134,3203,0,990,1005,1.34
3134,3203,0,1005,1020,1.86
3134,3203,0,1020,1035,1.86
3134,3203,0,1035,1050,1.86
3134,3203,0,1050,1065,1.86
3134,3203,0,1065,1080,1.86
3134,3203,0,1080,1095,1.86
3134,3203,0,1095,1110,1.86
3134,3203,0,1110,1125,1.86
3134,3203,0,1125,1140,1.86
3134,3203,0,1140,1155,1.27
3134,3203,0,1155,1170,0.57
3165,3190,0,975,990,0.35
3165,3190,0,990,1005,0.35
3165,3190,0,1005,1020,1.23
3165,3190,0,1020,1035,1.18
3165,3190,0,1035,1050,2.98
3165,3190,0,1050,1065,2.12
3165,3190,0,1065,1080,2.66
3165,3190,0,1080,1095,1.54
3165,3190,0,1095,1110,0.72
3165,3190,0,1110,1125,1.01
3165,3190,0,1125,1140,1.43
3165,3190,0,1140,1155,0.38
3176,1172,0,960,975,0.92
3176,1172,0,975,990,0.93
3176,1172,0,990,1005,0.93
3176,1172,0,1005,1020,0.93
3176,1172,0,1020,1035,0.93
3176,1172,0,1035,1050,0.93
3176,1172,0,1050,1065,0.93
3176,1172,0,1065,1080,0.93
3176,1172,0,1080,1095,0.93
3176,1172,0,1095,1110,0.94
3176,1172,0,1110,1125,0.93
3176,1172,0,1125,1140,0.94
3176,1172,0,1140,1155,0.93
3176,1172,0,1155,1170,0.93
3176,1172,0,1170,1185,0.93
3176,1172,0,1185,1200,0.93
3176,1172,0,1200,1215,0.93
3176,1172,0,1215,1230,0.91
3176,1172,0,1230,1245,0.93
3176,1172,0,1260,1275,0.92
3176,1172,0,1320,1335,0.92
3176,1172,0,1335,1350,0.92
3176,1172,0,1350,1365,0.92
3176,1172,0,1365,1380,0.92
3177,3165,0,1035,1050,1.74
3177,3165,0,1050,1065,2.02
3177,3165,0,1065,1080,2.74
3177,3165,0,1080,1095,0.97
3190,3235,0,975,990,0.19
3190,3235,0,990,1005,0.31
3190,3235,0,1005,1020,0.75
3190,3235,0,1020,1035,0.92
3190,3235,0,1035,1050,1.11
3190,3235,0,1050,1065,0.77
3190,3235,0,1065,1080,0.94
3190,3235,0,1080,1095,0.63
3190,3235,0,1095,1110,0.76
3190,3235,0,1110,1125,0.93
3190,3235,0,1125,1140,1.13
3190,3235,0,1140,1155,0.25
3191,3194,0,975,990,0.94
3191,3194,0,990,1005,0.94
3192,3193,0,1035,1050,0.47
3192,3193,0,1095,1110,0.47
3193,3177,0,990,1005,0.58
3193,3177,0,1005,1020,0.59
3193,3177,0,1020,1035,0.59
3193,3177,0,1035,1050,0.83
3193,3177,0,1050,1065,1.35
3193,3177,0,1065,1080,1.79
3193,3177,0,1080,1095,0.98
3193,3177,0,1095,1110,0.59
3193,3177,0,1110,1125,0.59
3193,3177,0,1125,1140,0.58
3193,3177,0,1140,1155,0.58
3203,3204,0,975,990,0.83
3203,3204,0,990,1005,1.94
3203,3204,0,1005,1020,1.96
3203,3204,0,1020,1035,1.96
3203,3204,0,1035,1050,1.96
3203,3204,0,1050,1065,1.96
3203,3204,0,1065,1080,1.96
3203,3204,0,1080,1095,1.96
3203,3204,0,1095,1110,1.96
3203,3204,0,1110,1125,1.96
3203,3204,0,1125,1140,1.96
3203,3204,0,1140,1155,1.96
3203,3204,0,1155,1170,1.12
3205,3206,0,960,975,0.52
3205,3206,0,975,990,0.92
3205,3206,0,990,1005,1.00
3205,3206,0,1005,1020,1.13
3205,3206,0,1020,1035,0.67
3205,3206,0,1035,1050,0.67
3205,3206,0,1050,1065,0.78
3205,3206,0,1065,1080,0.61
3205,3206,0,1080,1095,0.58
3205,3206,0,1095,1110,0.54
3205,3206,0,1110,1125,0.66
3205,3206,0,1125,1140,0.89
3205,3206,0,1140,1155,0.52
3206,3241,0,960,975,0.76
3206,3241,0,1065,1080,0.76
3206,3241,0,1080,1095,0.76
3206,3241,0,1095,1110,0.76
3207,3133,0,975,990,0.17
3207,3133,0,990,1005,0.18
3207,3133,0,1005,1020,0.17
3207,3133,0,1020,1035,0.17
3207,3133,0,1110,1125,0.18
3235,3203,0,975,990,0.28
3235,3203,0,990,1005,0.66
3235,3203,0,1005,1020,1.02
3235,3203,0,1020,1035,1.01
3235,3203,0,1035,1050,1.02
3235,3203,0,1050,1065,1.02
3235,3203,0,1065,1080,1.02
3235,3203,0,1080,1095,1.01
3235,3203,0,1095,1110,1.02
3235,3203,0,1110,1125,1.02
3235,3203,0,1125,1140,1.02
3235,3203,0,1140,1155,0.61
3235,3207,0,975,990,0.18
3235,3207,0,990,1005,0.18
3235,3207,0,1005,1020,0.18
3235,3207,0,1065,1080,0.18
3235,3207,0,1095,1110,0.19
3235,3207,0,1110,1125,0.18
3235,3207,0,1140,1155,0.18
3300,3298,0,975,990,1.15
3371,2319,0,1005,1020,0.14
3371,2319,0,1080,1095,0.13
3371,2319,0,1095,1110,0.13
3559,14459,0,1020,1035,0.12
3559,14459,0,1065,1080,0.11
3559,14459,0,1095,1110,0.12
3559,14459,0,1125,1140,0.11
3559,14459,0,1140,1155,0.12
3559,14460,0,1155,1170,0.12
3648,3693,0,960,975,0.54
3648,3693,0,975,990,0.56
3648,3693,0,990,1005,0.58
3648,3693,0,1005,1020,0.57
3648,3693,0,1050,1065,0.58
3648,3693,0,1095,1110,0.55
3648,3693,0,1110,1125,0.57
3648,3693,0,1125,1140,0.56
3648,3693,0,1140,1155,0.57
3648,3693,0,1185,1200,0.54
3649,3654,0,1035,1050,0.38
3653,3648,0,990,1005,0.42
3653,3648,0,1005,1020,0.52
3653,3648,0,1020,1035,0.77
3653,3648,0,1035,1050,0.71
3653,3648,0,1050,1065,0.43
3653,3648,0,1065,1080,0.73
3653,3648,0,1080,1095,0.70
3653,3648,0,1095,1110,0.60
3653,3648,0,1110,1125,0.52
3653,3648,0,1125,1140,0.60
3653,3648,0,1140,1155,0.41
3654,3742,0,960,975,0.27
3654,3742,0,975,990,0.28
3654,3742,0,990,1005,0.28
3654,3742,0,1005,1020,0.29
3654,3742,0,1020,1035,0.28
3654,3742,0,1035,1050,0.28
3654,3742,0,1050,1065,0.29
3654,3742,0,1065,1080,0.28
3654,3742,0,1080,1095,0.29
3654,3742,0,1095,1110,0.29
3654,3742,0,1110,1125,0.29
3654,3742,0,1125,1140,0.29
3654,3742,0,1140,1155,0.28
3661,3703,0,960,975,0.56
3661,3703,0,975,990,0.55
3661,3703,0,990,1005,0.55
3661,3703,0,1005,1020,0.55
3661,3703,0,1020,1035,0.56
3661,3703,0,1035,1050,0.55
3661,3703,0,1050,1065,0.55
3661,3703,0,1065,1080,0.56
3661,3703,0,1080,1095,0.56
3661,3703,0,1095,1110,0.55
3661,3703,0,1110,1125,0.55
3661,3703,0,1125,1140,0.55
3661,3703,0,1140,1155,0.55
3662,3704,0,1020,1035,0.46
3662,3704,0,1035,1050,0.40
3662,3704,0,1065,1080,0.53
3662,3704,0,1080,1095,0.41
3662,3704,0,1110,1125,0.39
3662,3704,0,1125,1140,0.39
3668,3677,0,960,975,0.35
3668,3677,0,975,990,0.35
3668,3677,0,990,1005,0.35
3668,3677,0,1005,1020,0.35
3668,3677,0,1020,1035,0.35
3668,3677,0,1035,1050,0.35
3668,3677,0,1050,1065,0.35
3668,3677,0,1065,1080,0.35
3668,3677,0,1080,1095,0.35
3668,3677,0,1095,1110,0.35
3668,3677,0,1110,1125,0.36
3668,3677,0,1125,1140,0.35
3680,3686,0,960,975,0.56
3680,3686,0,975,990,0.57
3680,3686,0,990,1005,0.57
3680,3686,0,1005,1020,0.57
3680,3686,0,1020,1035,0.57
3680,3686,0,1035,1050,0.57
3680,3686,0,1050,1065,0.57
3680,3686,0,1065,1080,0.57
3680,3686,0,1080,1095,0.57
3680,3686,0,1095,1110,0.57
3680,3686,0,1110,1125,0.58
3680,3686,0,1125,1140,0.57
3680,3686,0,1140,1155,0.56
3681,3679,0,990,1005,0.58
3681,3679,0,1005,1020,0.58
3681,3679,0,1020,1035,0.58
3681,3679,0,1035,1050,0.58
3681,3679,0,1050,1065,0.58
3681,3679,0,1065,1080,0.58
3681,3679,0,1080,1095,0.58
3681,3679,0,1095,1110,0.58
3681,3679,0,1110,1125,0.58
3681,3679,0,1125,1140,0.57
3687,3707,0,960,975,0.28
3693,3687,0,975,990,0.19
3693,3687,0,990,1005,0.19
3693,3687,0,1005,1020,0.20
3693,3687,0,1050,1065,0.20
3693,3687,0,1065,1080,0.19
3693,3687,0,1080,1095,0.18
3693,3687,0,1095,1110,0.18
3693,3687,0,1110,1125,0.18
3693,3687,0,1125,1140,0.20
3693,3687,0,1140,1155,0.20
3694,3649,0,960,975,0.56
3694,3649,0,975,990,0.56
3694,3649,0,990,1005,0.56
3694,3649,0,1005,1020,0.56
3694,3649,0,1020,1035,0.56
3694,3649,0,1035,1050,0.56
3694,3649,0,1050,1065,0.56
3694,3649,0,1065,1080,0.57
3694,3649,0,1080,1095,0.56
3694,3649,0,1095,1110,0.56
3694,3649,0,1110,1125,0.56
3694,3649,0,1125,1140,0.56
3694,3649,0,1140,1155,0.55
3695,3694,0,960,975,0.17
3695,3694,0,975,990,0.17
3695,3694,0,1035,1050,0.17
3704,3730,0,975,990,0.27
3704,3730,0,1020,1035,0.28
3704,3730,0,1065,1080,0.28
3704,3730,0,1080,1095,0.28
3704,3730,0,1095,1110,0.28
3704,3730,0,1110,1125,0.28
3704,3730,0,1125,1140,0.27
3705,3711,0,960,975,0.16
3705,3711,0,975,990,0.16
3705,3711,0,1005,1020,0.16
3705,3711,0,1020,1035,0.16
